Class,Text,ID
Extract Method,Fix high memory usage during signing Hello. We have a requirement to be able to sign huge pdf files consisting entirely from paper scans. Unfortunately current implementation unnecessary buffers entire pdf contents during signing procedure. This patch suggests a fix.We'll be happy to adjust it if needed and to see it merged. ,1916
Inline Method,Reduce amount of intermediate data and objects to reduce memory footprint/complexity The CFFParser holds a lot of intermediate data and produces a lot of objects to do so. The idea is to reduce the amount of such objects and data to reduce the memory footprint and the complexity.- the class IndexData holds intermediate data creates byte array everytime when getBytes is called. I'm going to replace the class with a simple list to reduce the memory footprint and the complexity- remove unused members of private classes- create a list of strings instead of a list of byte arrays which is used to create those strings,1917
Extract Method,Add constructor with BufferedImage to PDVisibleSignDesigner In 1.8 the PDVisibleSignDesigner constructor took a JPEG stream and used that one directly to create a PDJpeg. In 2.0  the stream is read into a BufferedImage so the opportunity to create a JPEG directly is lost. But this doesn't matter as a JPEG is not the best choice for images with sharp edges (a signature scan or a text printed into an image). So I will- replace the JPEGFactory with LosslessFactoory- add constructor that takes a BufferedImage,1921
Rename Method,PDImageXObject.createFromFile should relies on header bytes PDImageXObject.createFromFile currently relies on file extension to select the correct factory.Often file extension is not set or not correct.It should be better to use the first bytes.I did something similar here if it can helps: https://github.com/sismics/docs/blob/master/docs-core/src/main/java/com/sismics/util/mime/MimeTypeUtil.java#L26,1922
Rename Method,Rename structure element setter of PDOutlineItem While playing around with the library I stumbled over a naming inconsistency between the getter and setter of a {{PDOutlineItem}} structure element.The getter is named {{getStructureElement}} whereas the setter is named {{setStructuredElement}} which is a bit confusing.,1923
Extract Method,Cache Font Bounding Boxes for Performance in Text Extraction HiI have been using pdfbox by way of Tika for a while for text extraction from PDFs.  I had a chance to fire up a profiler recently and found that getBoundingBox() in the PDXXFont.java classes are called fairly frequently -- in particular from PDFTextStreamEngine.showGlyph().  I've attached a patch that caches the BoundingBox object alongside the PDFont object inside of PDTextState.  There are a variety of other ways to accomplish the same thing -- caching inside of the various font objects themselves etc.I wrote a little test program to measure the speed difference against a few randomly selected files.  The program just uses PDFTextStripper to retrieve raw text from a PDF.Here's what I found:====plain====File: BambooCheatSheet.pdf Duration: 60037555619 rate: 81.6 files/secFile: flu.pdf Duration: 60019978409 rate: 34.46666666666667 files/secFile: megacli_user_guide.pdf Duration: 60641314800 rate: 1.1833333333333333 files/secFile: odbc-perl.pdf Duration: 60008216404 rate: 19.466666666666665 files/secFile: VerticaArchitectureWhitePaper.pdf Duration: 60084726865 rate: 7.433333333333334 files/secFile: WritingaResume.pdf Duration: 60015267784 rate: 59.4 files/sec===boundingbox caching===File: BambooCheatSheet.pdf Duration: 60005724588 rate: 106.1 files/secFile: flu.pdf Duration: 60021410660 rate: 41.916666666666664 files/secFile: megacli_user_guide.pdf Duration: 60107488363 rate: 1.7833333333333334 files/secFile: odbc-perl.pdf Duration: 60017784515 rate: 29.9 files/secFile: VerticaArchitectureWhitePaper.pdf Duration: 60012261509 rate: 9.05 files/secFile: WritingaResume.pdf Duration: 60007995996 rate: 76.5 files/secCheers,1924
Extract Method,pdf creation very slow compared to older 1.8.x versions the new 2.0.x branch is awesomely slow.benchmarks using a multipage document with few images and many text-lines indiciate a performance penalty of about 1:20 compared with the old 1.8.x branch.profiling via VisualVM indicates that the new font handling causes this performance drawback:TrueTypeFont.nameToGid() [31%]TrueTypeFont.hasGlyph() [23%]PDFont.getWidth() [16%]PDType1Font.encode() [9%]is there any workaround for this? the current setup only creates about 10 PDFs/second compared to over 200/second for the 1.8.x branch...,1926
Extract Method,PDButton.getOnValues seems to be using the wrong source for getting the allowed values We are in the process of migrating from itext to pdfbox and noticed that an exception was being thrown when trying to set a radio button with PDField.setValue().  The values returned from PDButton.getOnValues() which is used by PDButton.checkValue() called from PDButton.setValue() are only returning 01 instead of what we had been using with itext.  After investigating itext's source code and playing around with pdfbox I was able to get to what I believe are the appropriate allowed values by using the following code.{code}        if (field instanceof PDButton)        {            final COSBase item = field.getCOSObject().getItem(COSName.OPT);            if (item != null && item instanceof COSArray)            {                final COSArray optArray = (COSArray)item;                for (int i = 0 ; i < optArray.size() ; i++)                {                    // Each item in this array is an allowed value                    // optArray.getString(i);                }            }        }{code},1927
Extract Method,Optimize CID to GlyphId mapping (TTF) TTF fonts map code-points (Code IDs) to glyphs. These are mappings from int to int. Because the JDK lacks map classes for primitive types the code (e.g. in CmapSubtable) currently uses Map<IntegerInteger> for those mappings. This is inefficient in different ways:* Autoboxing/unboxing introduces a performance penalty* Boxing to Integer objects has a memory overhead* The JDK Map implementation has a big memory overhead for such simple objectsFor efficiency (execution time and memory consumption) I would propose to introduce a simple IntIntMap implementation which works with primitive integers.,1928
Extract Method,"[Patch] Improved signing of existing signature fields *Short*: The handling of signing existing signature fields must be improved (and this patch is part of that effort).*Details and background*The current implementation for visible signatures always adds new signature fields when signing documents.In that case for that signature everything has to be definied (field properties  coordinates etc.).Another quite common use case is the use of an existing signature field which should be signed. There are basically two different roles: The *document creator* who creates the document with all its texts graphics and form fields. The creator knows best where everything should be positioned and is even sometimes bound by certain regulations etc. The document creator defines his intend with the ""Usage rights"" and may add a usage right signature.Then later a *document user* e.g. a customer fills out form fields and signs those predefined signature fields. In that case the coordinates and a lot of attributes are alrady defined and there is no need (and sometimes it is even forbidden) to change the physical attributes of those signature fields. The only two things which are of interest is to set the signature dictionary and to recreate the appearance.In the current implementation however one needs to define the coordinates of an existing signature field again. But not enough since the screen coordinates in java (and in the PDFBox PDVisibleSigBuilder) and PDF coordinates have a different origin one must convert those existing PDF coordinates to screen coordinates which are later converted to PDF coordinates again. This is cumbersome error prone and totally unecessary... With the supplied patch there is no conversion of coordinates anymore.",1930
Extract Method,Read images from byte array When we create several PDF files with the same images a lot of time spend to read image's files. I added possibility to create image from byte array which user can keep in memory.,1931
Rename Method,Add COSBoolean(false) as option in PDDocumentCatalog's getOpenAction Over on Tika we've started allowing users to extract PDActions.  In our recent regression tests we found a few new exceptions while trying to get the OpenAction from PDDocumentCatalog.The easy one to fix is: {noformat}java.io.IOException: Unknown OpenAction falseat org.apache.pdfbox.pdmodel.PDDocumentCatalog.getOpenAction(PDDocumentCatalog.java:261)at org.apache.tika.parser.pdf.AbstractPDF2XHTML.startDocument(AbstractPDF2XHTML.java:460){noformat}The object is a COSBoolean with value=false.I'll open a separate issue for the other new (to us) exception.,1932
Rename Method,Improve and refactor RemoveAllText example Refactor double code and include patterns not just xobject forms when going through resources. This will be a better template for utilities that work on the content stream tokens e.g.https://stackoverflow.com/a/45259160/535646,1933
Rename Method,Add Certificate Dictionary to seed value in signature field This dictionary is important as it gives the ability to put certificate constraints on a signature field like if you want signatures that are signed by a specific issuer or authority to only be used in a field.currently tested Issuer constraint and it worked acrobat reader ignores other certificates and only allow the issuer given to sign the field. documentation is not complete waiting for the initial acceptance to complete.new class PDSeedValueCertificate is added which refers to this certificate.PDSeedValue is modified to add the new dictionary.COSName is modified to add the new pdf names that are included in the dictionary.reference for this dictionary can be found in PDF reference 1.7 section 12.7.4.5 table 235 page 457 in here http://www.adobe.com/content/dam/acom/en/devnet/pdf/PDF32000_2008.pdf or chapter 8 table 8.84 page 700 in here http://archimedespalimpsest.net/Documents/External/pdf_reference_1-7.pdfand in herehttps://www.adobe.com/devnet-docs/acrobatetk/tools/DigSig/Acrobat_DigitalSignatures_in_PDF.pdfthis is my first contribution hope everything goes well.,1934
Extract Method,Add validation data of signer to document To support Long Term Validation of a signature we need to add a Valdiation-Dictionary to the document. Inside there is most importantly an OCSP-Response of the signers. (can be multiple).As Defined in [PAdES 4|https://en.wikipedia.org/wiki/PAdES] the following elements will be added to a document: A DSS (Document Security Store) linked to the VRI(s) of the signature(s)At first I will provide an example.,1935
Extract Method,Add support for a flag disabling the rendering of PDF annotations in PDFRenderer Regardless if annotations are supposed to be printed or not on the PDF would it not be interesting to possess a flag allowing to choose if annotations should be printed on top of the document pages?Â Here is a diff of a very rough implementation of it :Â Â {code:java}diff --git a/pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java b/pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java--- a/pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java+++ b/pdfbox/src/main/java/org/apache/pdfbox/rendering/PDFRenderer.java@@ -356 +359 @@ public class PDFRenderer     protected final PDDocument document;     // TODO keep rendering state such as caches here +    // parameter used to know if the rendering should include annotations +    private boolean renderAnnotations = true;+     /**      * Creates a new PDFRenderer.      * @param document the document to render@@ -2244 +22714 @@ public class PDFRenderer     {         return new PageDrawer(parameters);     }++    public void setRenderAnnotations(boolean render) +    {+        this.renderAnnotations = render;+    }++    public boolean renderAnnotations() +    {+        return renderAnnotations;+    } }diff --git a/pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java b/pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java--- a/pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java+++ b/pdfbox/src/main/java/org/apache/pdfbox/rendering/PageDrawer.java@@ -19511 +19513 @@ public class PageDrawer extends PDFGraphicsStreamEngine          processPage(getPage()); -        for (PDAnnotation annotation : getPage().getAnnotations())-        {-            showAnnotation(annotation);+        if (getRenderer().renderAnnotations()) +        { +            for (PDAnnotation annotation : getPage().getAnnotations())+            {+                showAnnotation(annotation);+            }         }-         graphics = null;     } {code}And an exemple of a use case:Â {code:java}PDDocument doc = getPDDocument(); PDFRenderer pdfRenderer = new PDFRenderer(doc);pdfRenderer.setRenderAnnotations(false);pdfRenderer.renderImage(page);Â {code}By default this would be keeping the same behavior as it used to (aka : print the annotations) but possess an opt-out feature.Â Best regardsM.Veron,1936
Rename Method,Vertical text creation I needed to output vertical Japanese text but was stymied by several limitations:* No API to load a TTF as Identity-V encoding* No support for 'vert' glyph substitution* No support for vertical metrics ('vhea' and 'vmtx' tables are parsed but not used at all)I have attached a series of patches that implement the above features. Highlights:* The GSUB glyph substitution table is parsed (limitation: type 1 lookups only; this is sufficient for many features including 'vert'/'vrt2' vertical glyph substitution)* Cmap lookup makes use of GSUB when features are enabled on a TTF* 'vhea' and 'vmtx' metrics are applied to PDCIDFont when appropriate and are embedded/subsetted correctly through the DW2/W2 CIDFont dictionary* An API has been added for loading a TTF as a vertical font setting Identity-V encoding and enabling 'vert'/'vrt2' substitutionEach patch could approximately be split out into a separate ticket if desired.Also attached is some sample code that exercises these patches and illustrates the effect of vertical glyph positioning. The sample output PDF is also attached.,1937
Extract Method,"Allow subsampled/downscaled rendering of images and rendering subimages  Suggested/contributed change to allow subsampling of images and rendering sub-regions of images.Â Â The need arises from having very large images which are highly compressed (usually JPEG or JBIG2). The current implementation decodes the entire image into memory at full resolution even if rendering is done at a much lower resolution.Â Since the change required augmenting the way Filters work (to allow partial/subsampled decoding) it also includes a partial fix forÂ PDFBOX-3340.Â Â Â This change introduces ""DecodeOptions"" which are currently only applicable for images. They include requesting only metadata (for PDImageXObject's repair method) subsampling and sub-region (similar to javax.imagio.ImageReadParam).Â Since not all filters can or do honor (use) the options the DecodeOptions class contains a flag. Filters that honor the options (subsample / decode only requested region) set it to true. If the flag is false the subsampling or cropping should be done after decoding to ensure consistency.Â PageDrawer was modified so it uses subsampling based on the ratio of the desired output to the original image.Â Â ",1938
Extract Method,Overlay class should allow user to influence transform As suggested by [~mkl] in a comment of the linked SO issue offer the user a way to do the calculation of the overlay position.,1940
Extract Method,[PATCH]: Support simple lossless compression of 16 bit RGB images The attached patch add support to write 16 bit per component images correctly. I've integrated a test for this here: [https://github.com/rototor/pdfbox-graphics2d/commit/8bf089cb74945bd4f0f15054754f51dd5b361fe9]It only supports 16-Bit TYPE_CUSTOM with DataType == USHORT images - but this is what you usually get when you read a 16 bitÂ PNGÂ file.ThisÂ would also fix [https://github.com/danfickle/openhtmltopdf/issues/173].The patch is against 2.0.9 but should apply to 3.0.0 too.There is still some room for improvements when writing lossless images as the images are currently notÂ efficiently encoded. I.e. you could use PNG encodings to get a better compression. (By adding a COSName.DECODE_PARMS with aÂ COSName.PREDICTOR == 15 andÂ encoding the images as PNG). But this is something for a later patch. It would also need another API as there is a tradeoff speed vs compression ratio.Â ,1941
Extract Method,Add quality option for compressed images to pdfbox-app Add commandline optionÂ *quality* option for compressed images to pdfbox-appex: -quality 0.75Â see [^pdfbox-tool.patch]Â ,1942
Extract Method,Refactor LosslessFactory alpha While looking into the code for PDFBOX-4184 I noticed that we try to get the alpha data in different ways despite that it is available in the main method when {{image.getRGB()}} is called. So I'm refactoring all this; as a side effect my 16 bit change in PDFBOX-4184 is no longer needed.I'll commit this in two steps; 1) changing the main method and remove the ones that are no longer being used; 2) split the main method in a gray and a color code.,1943
Extract Method,"Expose the tiff compression type to the user. Allow the user to set the compression type of Tiff files externally.In the current version the class ImageIOUtil uses TIFFUtil.setCompressionType and this sets the compression only to ""CCITT T.6"" or ""LZW"". Other choice could be allow the jpeg compression that is more efficient.It already has a TODO in code (// TODO expose this choice to the user?)Thank you.",1945
Rename Method,Improve html output Would like to improve the html output of pdf files for arabic rendering. The attached file has changes that should improve the way the -html option works. Now output files are tagged with the .html extension. We also added <DOCTYPE> information as well as a <meta> tag which writes the appropriate encoding of the file. Cleaned up a lot of code from PDFTextStripper and PDFText2HTML which wasn't being used. Added ability to set the <title> tag of the html document to be the title given in the pdf document information if it exists. Otherwise it will guess a title from the beginning first lines of the file. ,1946
Rename Method,Prepare PDFBox for release To prepare PDFBox for release we have to check on the build-process (directory structure targets etc.) and to check that everything is according to the Apache policies.,1947
Extract Method,Support ConflictsList for XRef Streams in pdf 1.5 or greater The fix for PDFBOX-183 which added a conflictList which keeps track of duplicate objects in a pdf file is insufficient for pdf files that do not include an xref table but rather have xref streams. ,1949
Extract Method,Show single pages instead of all The PDFReader always shows all pages of a document. It would be better if it shows one after the other.,1950
Extract Method,PDFBox performance issue:  PDSimpleFont PDFont performance tweaks During text extraction font size / descriptor / encoding attributes are accessed repeatedly in order to do positional calculations and byte-character conversions.The current code has several accessors for these things that redo rather slow calculations each time - even thought the font object state is not changed.The results of these calculations should be persisted in instance fields once calculated.  This greatly improves performance.I'll attach new versions of PDFont PDFontDescriptorDictionary and PDSimpleFont that have these tweaks.,1951
Extract Method,"shfill operator needs implementation I have a PDF file (for which I do not yet have release permission) that uses the ""sh"" operator equivalent to PostScript's shfill (per PDF spec 1.7 page 987).Adobe provides implementation guidance in a 78-page document at http://www.adobe.com/devnet/postscript/pdfs/TN5600.SmoothShading.pdf#17I will be trying to add this functionality this week but if anyone has hints suggestions etc. they are most certainly welcome!",1952
Rename Method,Fallback mechanism for broken CFF fonts PDFBOX-542 has not proven to be sufficiently foolproof for real-world PDF documents.PDFBox should fallback to a Type1 font with appropriate warning message (this is the default behaviour with PDFBox 0.8.0 and earlier versions) when there is a problem parsing/interpreting a CFF (aka Type1C) font.,1953
Extract Method,Ensuring non-null FontDescriptor for external TrueType fonts Class PDTrueTypeFont assumes that there is always a non-null FontDescriptor(Dictionary) available. However I've seen this assumption failing with a NullPointerException in method PDTrueTypeFont#drawString when trying to render PDF documents that make use of external TrueType fonts.I've implemented a small patch that initializes empty FontDescriptorDictionary if one is missing and tries to fill it in with information available from the external TTF resource.,1954
Extract Method,CFFFont - Management of CIDKeyed HiI'm currently using FontBox 1.0.0.I need to manage CIDKeyed Font but this feature isn't yet managed by the CFFParser.In attachment  you can find patches to parse the CIDKeyed font.I hope this contribution will help you.RegardsEric,1955
Extract Method,Adding method to manipulate the current transformation matrix Similar to the setTextMatrix and other we need a method to manipulate the current transformation matrix within PDPageContentStream,1957
Extract Method,Add the current page and the number of pages to the title You can flip through the pages of a pdf document using the PDFReader but you can't see the current page and the total number of pages of the pdf.,1958
Extract Method,Add support to draw or fill a polygon Add support to draw or fill a polygon.,1959
Extract Method,PDFTextStripper: allow access to currentPageNo variable I've extended org.apache.pdfbox.util.PDFTextStripper and I'm using it to perform a 2-pass extraction over a document. However the second pass doesnt happen because I am unable to alter the variable currentPageNo which maintains the current page number in the pdf document. It is a variable with access modifier of private and only a get method is provided.The only time currentPageNo is set to 0 is via 'writePage(PDDocument OutputStream)' which I am overriding/not calling.2 possible resolutions:- make currentPageNo protected instead of private (preferred)- add setCurrentPageNo methodThank youRyan,1961
Extract Method,"Loading TTF font files from the classpath Currently (pdfbox 1.1.0 & 1.2.0 snapshot) TTF font files can only be loaded from the file system as PDTrueTypeFont exposes two load methods:    public static PDTrueTypeFont loadTTF(PDDocument String)    public static PDTrueTypeFont loadTTF(PDDocument File)The first wraps the String in a java.io.File object and delegates to the second so all TTF reading is from the file system.It would be useful to be able to read TTF files from the classpath - or indeed from any arbitrary stream.Could we have a third method?:    public static PDTrueTypeFont loadTTF(PDDocument InputStream)This would allow TTFs to be loaded like so:PDTrueTypeFont.load(myDoc MyClass.class.getClassLoader().getResourceAsStream(""myFont.ttf""));For what it's worth here's a patch of what I did (see below).One uncertainty I had was about the use of the COSName.LENGTH1 field which only seems to be used currently in PDTrueTypeFont. So it may be reasonable or not to push the setting of this attribute into the PDStream constructor.Index: pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java===================================================================--- pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java(revision 948363)+++ pdfbox/src/main/java/org/apache/pdfbox/pdmodel/common/PDStream.java(working copy)@@ -11412 +11417 @@             {                 output = stream.createUnfilteredStream();             }+            int bytesInInputStream = 0;             byte[] buffer = new byte[ 1024 ];             int amountRead = -1;             while( (amountRead = str.read(buffer)) != -1 )             {                 output.write( buffer 0 amountRead );+                bytesInInputStream += amountRead;             }+            +            // Set the number of bytes read from the input stream+            this.stream.setInt( COSName.LENGTH1 bytesInInputStream );         }         finally         {Index: pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDTrueTypeFont.java===================================================================--- pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDTrueTypeFont.java(revision 948363)+++ pdfbox/src/main/java/org/apache/pdfbox/pdmodel/font/PDTrueTypeFont.java(working copy)@@ -1307 +1307 @@     }      /**-     * This will load a TTF to be embedding into a document.+     * This will load a TTF to be embedded into a document.      *      * @param doc The PDF document that will hold the embedded font.      * @param file A TTF file stream.@@ -13921 +13932 @@      */     public static PDTrueTypeFont loadTTF( PDDocument doc File file ) throws IOException     {+        return loadTTF( doc new FileInputStream( file ) );+    }++    /**+     * This will load a TTF to be embedded into a document.+     *+     * @param doc The PDF document that will hold the embedded font.+     * @param stream A TTF input stream.+     * @return A PDF TTF.+     * @throws IOException If there is an error loading the data.+     */+    public static PDTrueTypeFont loadTTF( PDDocument doc InputStream stream ) throws IOException+    {         PDTrueTypeFont retval = new PDTrueTypeFont();         PDFontDescriptorDictionary fd = new PDFontDescriptorDictionary();-        PDStream fontStream = new PDStream(doc new FileInputStream( file ) false );-        fontStream.getStream().setInt( COSName.LENGTH1 (int)file.length() );+        PDStream fontStream = new PDStream(doc stream false );         fontStream.addCompression();         fd.setFontFile2( fontStream );         retval.setFontDescriptor( fd );-        InputStream ttfData = new FileInputStream(file);         try         {-            loadDescriptorDictionary(retval fd ttfData);+            loadDescriptorDictionary(retval fd stream);         }         finally         {-            ttfData.close();+            stream.close();         }         //only support winansi encoding right now should really         //just use Identity-H with unicode mapping",1962
Rename Method,Implementation of function types 02 and 3 to be used in Separation and DeviceN colorspaces I'm working on an implementation of the function types 02 and 3 which are used within Separation and DeviceN colorspaces. ,1963
Extract Method,Add utility class to easily extract a range of pages from a PDF There's currently no utility to extract a range of pages (e.g. pages 3-7).  This task adds a PageExtractor class and a corresponding JUnit test class.,1965
Extract Method,Performance improvement in PDFStreamEngine and Matrix (patch included) I've been profiling PDFBox during text extraction from some large PDF documents e.g. 2000 pages mostly text 20 Mb file size.Some of these documents can take a long time to process e.g. 40s+ sometimes a lot more than that.    (I'm using a 2.5 GHz 4 Gb Mac OS X 10.5.8 Java(TM) SE Runtime Environment (build 1.6.0_22-b04-307-9M3263) with -Xms256m -Xmx1024m -XX:PermSize=256m)I've begun by profiling where the code spends its time during text extraction and I see that a lot of time is spent constructing org.apache.pdfbox.util.Matrix objects.Screenshot PDFReference_nopatch.tiff shows the most used methods in PDFBox during text extraction for a large document. When this screenshot was taken the percentages had stabilised and Matrix.<init> accounts for 40% of cpu time apparently - the largest time of any method. I was surprised.Most of these Matrix instances are being constructed within PDFStreamEngine.prcoessEncodedText(byte[])On revision 1035639 (pre-1.4.0) this method constructs one Matrix object and then a further 7 within a loop which is called for each character in the document. So that's a lot of Matrix objects.The attached patch refactors PDFStreamEngine.processEncodedText so that it now creates 5 reusable Matrix instances outside the loop and 2 within it.This was achieved by adding a new method to Matrix: Matrix.multiply(Matrix Matrix) which allows you to multiply two matrices and have the result stored in a specified Matrix object. This has the effect of reducing the number of temporary Matrix objects created during multiplication within PDFStreamEngine. This should save the garbage collector some work.I profiled PDFBox again with this patch included and Matrix.<init> now accounts for only 30% of the cpu time.Unfortunately whilst less temporary objects are being created it doesn't have an appreciable effect on the time it takes to extract text from my large documents.The profiling continues...,1967
Extract Method,PDF signing interface and improvments This is a first version of a signing interface for pdfbox. There are some design issues i could not handle without rewriting too much of the code.Here we go:- incremental update support (tested for signatures with pdf/a compatibility) not compatible with encrypted documents nor with xref-streams- cos object improvment  -- COSString with ability to force writing hexbin for given string  -- COSBase with ability to write direct into a dictionary (that means if this is set no indirect object will be wrote) (sry hard to explain what i mean actualy needed for incremental update to lower the rate of indirect objects)  -- COSBase with ability to force writing object (this hook help the COSWriter write needed objects for inkremental update)  -- COSName added new names  -- COSDocument some getter and setter for handling new signature and incremental features- SignatureException with some exceptions for handling the bunch of new possible errors-Parser improvments  -- PDFParser saves now the position of the last startxref  -- VisualSignatureParser (hook for parsing visual signature templates) (it's only for prepared visualisation that should be merged with the document)-IO improvments  -- COSFilterInput helps to find the proper content that should be hashed / signed  -- COSStandardOutputStream is tricky it helps the writer to jump to the right place in the document  -- COSWriter got some improvments for incremental update  -- COSWriterXRefEntry needed for incremental updates and writing the new Xref table- PDDocument -- got a new method addSignature with the needed implementation (do the whole signature stuff) -- cleanup- Fields and Annotations -- PDSignature represent the signature dictionary  -- PDSignatureFild / Annotation are the visible & unvisible signature representations- Signature Interface and options -- SignatureInterface the interface that shall be implemented for proper signing -- SignatureOptions some additional options for signingPatch splited into piecessry for spelling didn't include a spellchecker for english.,1968
Extract Method,Read non-conforming PDFs (attached) without throwing java.io.IOException: expected='endobj' org.apache.pdfbox.io.PushBackInputStream This happened using the following PDF (~2MB): http://biblioteca.sinbad.ua.pt/DisQSws/get.aspx?filename=2010001615.pdf&catalog=Teses&type=pdfWhen reading non-conforming PDFs like the one above the following exception is thrown and the text extraction partially fails:WARN - Parsing Error Skipping Objectjava.io.IOException: expected='endobj' firstReadAttempt='' secondReadAttempt='' org.apache.pdfbox.io.PushBackInputStream@53ab04        at org.apache.pdfbox.pdfparser.PDFParser.parseObject(PDFParser.java:607)        at org.apache.pdfbox.pdfparser.PDFParser.parse(PDFParser.java:172)        at org.apache.pdfbox.pdmodel.PDDocument.load(PDDocument.java:878)        at org.apache.pdfbox.pdmodel.PDDocument.load(PDDocument.java:843)        at org.apache.tika.parser.pdf.PDFParser.parse(PDFParser.java:74)        at org.apache.tika.parser.CompositeParser.parse(CompositeParser.java:197)        at org.apache.tika.parser.CompositeParser.parse(CompositeParser.java:197)        at org.apache.tika.parser.AutoDetectParser.parse(AutoDetectParser.java:137)        at org.apache.tika.cli.TikaCLI.process(TikaCLI.java:218)        at org.apache.tika.cli.TikaCLI.main(TikaCLI.java:84) ,1969
Extract Method,Add optional debug output to ExtractText It would be useful to have some information about the time consumption for different stages of the text extraction,1970
Extract Method,"redirect-action should be able to accept parameters The ww:url tag lets you specify an action and parameters like so:<ww:url action=""myAction""><ww:param name=""id"" value=""myParamValue""/></ww:url>The redirect-action result type in xwork.xml should be able to accept parameters as well.This is important especially when using a custom ActionMapper where the action name is not the same as the URL being used which prevents the use of the regular redirect result type.(See http://forums.opensymphony.com/thread.jspa?forumID=1&threadID=25826).",1974
Rename Method,Generate Taglib TLD from annotations/xdoclet tags Previously in WebWork 2 the taglib TLD was generated using XDoclet from XDoclet tags in the source code.  With the move to Maven 2 and Java 5 the ant tasks that performed this task have been removed and XDoclet doesn't work with Java 5 source.  Therefore either we should migrate the process to a new XDoclet 2 plugin or using some Java 5 annotation processing tool.,1975
Extract Method,Provide a hook for FilterDispatcher such that a custom Dispatcher could be used. Provide a hook just a protected method in FilterDispatcher that creates a Dispatcher instance that will be used by FilterDispatcher such that there is a way for user to plug in custom Dispatcher. Useful for testing as well.,1976
Rename Method,Clean URL (ReST-style) support via action mapping Struts should support clean urls making it possible to use them with the capability to fully customize the URL's where necessary.,1979
Rename Method,Add a Dependency Injection library to wire internals of Struts framework and plugins At the core of Struts we should have a simple dependency injection engine that wires together major Struts components and constants/settings.  This would allow us to support more powerful self-configuring plugins and simplify our internal architecture removing the need for most statics and factories.,1982
Extract Method,Add Autocompleter AJAX tag Create an Autocompleter tag that wraps Dojo's ComboBox,1983
Extract Method,Add TestNG support Strust 2 should have built-in support for TestNG as well as JUnit.  See also http://jira.opensymphony.com/browse/XW-451,1984
Rename Method,"Allow codebehind to select the starting directory point  Here's a simple patch to allow a new default ""root"" directory to be used when searching templates.  I created it because I had a wish to keep jsp and css in independent directories.The configuration property is known as  ""struts.codebehind.pathPrefix"" and requires a trailing slash It's set to default to ""/"" in both the java and in the struts-plugin.xml as an addendum per a request i've also added the default constant for ""struts.codebehind.defaultPackage"" to help the codebehind plugin remain selfcontained.",1985
Extract Method,Allow overriding of plugin properties in struts.properties Currently struts.properties is processed before all the XML files meaning you cannot override plugin properties with it.  The properties file loading should be split so that default.properties is loaded first then the XML then struts.properties.,1987
Extract Method,FileUploadInterceptor and localized messages problem See http://jira.opensymphony.com/browse/WW-1379 for details.  This is an issue in struts2 as well as webwork.  My question is: is this truely a bug or is the FileUploadInterceptor working as designed?,1988
Extract Method,separate out name creation in ExecuteAndWaitInterceptor Separate out generation of name so that ExecuteAndWaitInterceptor can be extended to change the association of background process to request.,1989
Rename Method,"Add highlight effect to ""targets"" for the ajax tags Add the following properties to bind submit and anchor:""highlightColor""""highlighDuration""if highlightColor is specified dojo.lfx.html.highlight() will be applied to the ""targets"" elements",1991
Extract Method,Url tag should accept parameters that are Iterable as it does with String[] 0,1992
Extract Method,Ability to use multiple action extensions simultaneously Currently you can't really use multiple action extensions. While requests using multiple extensions will be recognized any urls created by the framework will only use the default or first extension.  What should happen is the framework remember the original extension and use it in any future url generation for that request.,1994
Extract Method,"JasperReports plugin - exporter parameters via configuration Currently there's no way to pass the exporter parameters to JasperReports plugin from outside. It'll be good if we can specify a map containing these parameters in struts.xml and the plugin will use setParameters(java.util.Map parameters) to set these before generating the report           <action name=""newapp""  class=""GetMessagesAction""> <result name=""success"" type=""jasper"">   <param name=""location"">www/FirstReportTry.jasper</param>   <param name=""format"">HTML</param>  <param name=""parse"">false</param>  <param name=""dataSource"">dsMap</param>                                  <param name=""exportParams"">exporterParamterMap</param> </result>                 </action>",1995
Rename Method,Add filename argument to acceptFile method in FileUploadInterceptor It would be quite usefull to extend the acceptFile  method in FileUploadInterceptor with an additional argument that passes in the original filename. This allows you to filter uploads based on its extension / name and not merely on the content type. ,1996
